	X	Y	method	alternative	n	r	CI95%	p-unc	BF10	power
615	comp_mg1	sri	pearson	two-sided	44	0.24718385955884253	[-0.05  0.51]	0.1057394320447741	0.667	0.37146755213702737
616	comp_mg1	gender_number	pearson	two-sided	44	0.2914882418922268	[-0.01  0.54]	0.05488680102712114	1.119	0.49240788937988583
617	comp_mg1	hand_number	pearson	two-sided	44	-0.19255959410564596	[-0.46  0.11]	0.21046659831613093	0.401	0.24255705924117846
618	comp_mg1	math_efficacy	pearson	two-sided	47	0.14832485428689945	[-0.15  0.42]	0.31973635648983206	0.294	0.16980439422367005
619	comp_mg1	math_anxiety	pearson	two-sided	47	0.14832485428689945	[-0.15  0.42]	0.31973635648983206	0.294	0.16980439422367005
620	comp_mg1	enjoyment	pearson	two-sided	47	0.3723207197394581	[0.1 0.6]	0.009961572142853248	4.557	0.7448542808590084
621	comp_gmd4	comp_co5	pearson	two-sided	47	0.9952203180791153	[0.99 1.  ]	4.0849319843993975e-47	5.57e+42	1.0
622	comp_gmd4	comp_co6	pearson	two-sided	47	0.9958675883936805	[0.99 1.  ]	1.5566359429200907e-48	1.263e+44	1.0
623	comp_gmd4	sbst	pearson	two-sided	42	0.5885664789155345	[0.35 0.76]	4.137477242438089e-05	644.047	0.9892751561998018
624	comp_gmd4	sri	pearson	two-sided	44	0.3833514337565015	[0.1  0.61]	0.010210337728207014	4.579	0.7428904774789966
625	comp_gmd4	gender_number	pearson	two-sided	44	0.22345580451400393	[-0.08  0.49]	0.1448195123532275	0.526	0.3120057460594466
626	comp_gmd4	hand_number	pearson	two-sided	44	-0.2085266408811186	[-0.48  0.09]	0.1743443814493599	0.459	0.27722144816487404
627	comp_gmd4	math_efficacy	pearson	two-sided	47	0.21677940468522844	[-0.08  0.47]	0.1432994394046851	0.514	0.31375194636492065
628	comp_gmd4	math_anxiety	pearson	two-sided	47	0.21677940468522844	[-0.08  0.47]	0.1432994394046851	0.514	0.31375194636492065
629	comp_gmd4	enjoyment	pearson	two-sided	47	0.3949486808417195	[0.12 0.61]	0.006007077320143986	7.071	0.7984299841123133
630	comp_co5	comp_co6	pearson	two-sided	47	0.9984442202366471	[1. 1.]	4.549587144556863e-58	1.626e+53	1.0
631	comp_co5	sbst	pearson	two-sided	42	0.6090862428338968	[0.37 0.77]	1.864748691106883e-05	1337.618	0.9938141493867223
632	comp_co5	sri	pearson	two-sided	44	0.36050817613324215	[0.07 0.59]	0.016218883960205675	3.081	0.6846795355157554
633	comp_co5	gender_number	pearson	two-sided	44	0.24950279874722836	[-0.05  0.51]	0.10240250542742743	0.684	0.3775205168927904
634	comp_co5	hand_number	pearson	two-sided	44	-0.18847862179081465	[-0.46  0.11]	0.22048061578640962	0.389	0.23414158595638326
635	comp_co5	math_efficacy	pearson	two-sided	47	0.191293464029159	[-0.1   0.45]	0.19772474656572125	0.407	0.2537996986254503
636	comp_co5	math_anxiety	pearson	two-sided	47	0.191293464029159	[-0.1   0.45]	0.19772474656572125	0.407	0.2537996986254503
637	comp_co5	enjoyment	pearson	two-sided	47	0.37727000521085674	[0.1 0.6]	0.008944391640053584	5.001	0.7570782939076346
638	comp_co6	sbst	pearson	two-sided	42	0.612374184925228	[0.38 0.77]	1.632678857837417e-05	1511.389	0.9943673434847663
639	comp_co6	sri	pearson	two-sided	44	0.3766612944329597	[0.09 0.61]	0.011730837564066666	4.064	0.7263189756300356
640	comp_co6	gender_number	pearson	two-sided	44	0.2567985198743157	[-0.04  0.51]	0.0924291843202388	0.74	0.3968083561395815
641	comp_co6	hand_number	pearson	two-sided	44	-0.19882848576025813	[-0.47  0.1 ]	0.19570909689991164	0.423	0.25584108288979196
642	comp_co6	math_efficacy	pearson	two-sided	47	0.1886153681812479	[-0.1   0.45]	0.20419346627873058	0.398	0.24791601519034778
643	comp_co6	math_anxiety	pearson	two-sided	47	0.1886153681812479	[-0.1   0.45]	0.20419346627873058	0.398	0.24791601519034778
644	comp_co6	enjoyment	pearson	two-sided	47	0.38256787195495545	[0.11 0.6 ]	0.007956112363610454	5.536	0.7698601530067314
645	sbst	sri	pearson	two-sided	41	0.6094012045529914	[0.37 0.77]	2.3495600336031007e-05	1086.834	0.9928160847237366
646	sbst	gender_number	pearson	two-sided	41	0.21192924723185264	[-0.1   0.49]	0.18344866133533416	0.457	0.2679766849215517
647	sbst	hand_number	pearson	two-sided	41	-0.06861358915577624	[-0.37  0.24]	0.6699201990907995	0.212	0.07085066197799333
648	sbst	math_efficacy	pearson	two-sided	42	-0.13751627875160957	[-0.42  0.17]	0.3851489396013793	0.277	0.14047525409249725
649	sbst	math_anxiety	pearson	two-sided	42	-0.13751627875160957	[-0.42  0.17]	0.3851489396013793	0.277	0.14047525409249725
650	sbst	enjoyment	pearson	two-sided	42	0.11463750658458358	[-0.2  0.4]	0.4697390768438632	0.248	0.1119113639533048
651	sri	gender_number	pearson	two-sided	44	0.20150771443838003	[-0.1   0.47]	0.18963042322775805	0.432	0.26164819594787214
652	sri	hand_number	pearson	two-sided	44	-0.11235559975114401	[-0.4   0.19]	0.46775827166918826	0.243	0.11247331517386935
653	sri	math_efficacy	pearson	two-sided	44	0.07336705807458861	[-0.23  0.36]	0.6360059125831901	0.209	0.0758783305161131
654	sri	math_anxiety	pearson	two-sided	44	0.07336705807458861	[-0.23  0.36]	0.6360059125831901	0.209	0.0758783305161131
655	sri	enjoyment	pearson	two-sided	44	0.24700442602682218	[-0.05  0.51]	0.10600105859305889	0.666	0.37100082369750315
656	gender_number	hand_number	pearson	two-sided	44	0.010286889997472796	[-0.29  0.31]	0.9471606268933713	0.188	0.050150656610154484
657	gender_number	math_efficacy	pearson	two-sided	44	-0.03606140081097943	[-0.33  0.26]	0.8162324089435472	0.193	0.05589591223180411
658	gender_number	math_anxiety	pearson	two-sided	44	-0.03606140081097943	[-0.33  0.26]	0.8162324089435472	0.193	0.05589591223180411
659	gender_number	enjoyment	pearson	two-sided	44	0.06861497572104852	[-0.23  0.36]	0.6580842002912209	0.207	0.0725402965346228
660	hand_number	math_efficacy	pearson	two-sided	44	-0.16534202135537754	[-0.44  0.14]	0.28345743888377917	0.328	0.19000415687254343
661	hand_number	math_anxiety	pearson	two-sided	44	-0.16534202135537754	[-0.44  0.14]	0.28345743888377917	0.328	0.19000415687254343
662	hand_number	enjoyment	pearson	two-sided	44	-0.2650295482060807	[-0.52  0.03]	0.08209833390016982	0.812	0.41897448601883636
663	math_efficacy	math_anxiety	pearson	two-sided	47	0.9999999999999998	[1. 1.]	0.0	inf	1.0
664	math_efficacy	enjoyment	pearson	two-sided	47	0.6982642887652764	[0.51 0.82]	4.857137617140044e-08	3.333e+05	0.9999327353761401
665	math_anxiety	enjoyment	pearson	two-sided	47	0.6982642887652764	[0.51 0.82]	4.857137617140044e-08	3.333e+05	0.9999327353761401
